event_token,event_span,doc_id,source_MATRES,source_TBD,source_OneIE,type,has_relations_TBD,events_AFTER_TBD,has_relations_MATRES,events_AFTER_MATRES
destroyed,[39967:39976),30214215,1,1,1,Conflict:Attack,1,"['[40022:40028)', '[40034:40042)', '[40107:40111)', '[40154:40162)', '[40204:40212)', '[40257:40265)', '[40300:40306)', '[40338:40343)']",1,"['[39664:39672)', '[40022:40028)', '[40154:40162)', '[40204:40212)', '[40497:40501)']"
tasked,[40022:40028),30214215,1,1,0,--,0,[],1,['[39879:39884)']
remained,[40154:40162),30214215,1,1,0,--,0,[],1,"['[39879:39884)', '[40497:40501)']"
attacked,[40204:40212),30214215,1,1,1,Conflict:Attack,1,"['[40034:40042)', '[40107:40111)', '[40154:40162)', '[40576:40582)']",1,"['[39879:39884)', '[40022:40028)', '[40154:40162)', '[40440:40448)', '[40497:40501)']"
burnt,[40338:40343),30214215,1,1,1,Conflict:Attack,1,['[40576:40582)'],1,"['[39879:39884)', '[40154:40162)', '[40440:40448)', '[40497:40501)', '[40576:40582)', '[40737:40741)']"
stressed,[40440:40448),30214215,1,1,0,--,1,['[40948:40955)'],0,[]
took,[40497:40501),30214215,1,1,0,--,1,['[40948:40955)'],1,['[40818:40822)']
killed,[40576:40582),30214215,1,1,1,Life:Die,1,"['[40941:40947)', '[40948:40955)']",1,"['[40818:40822)', '[40917:40926)']"
fled,[40737:40741),30214215,1,1,1,Movement:Transport,1,"['[40941:40947)', '[40948:40955)', '[41160:41164)']",1,"['[40917:40926)', '[41130:41140)']"
fled,[40818:40822),30214215,1,1,1,Movement:Transport,1,"['[40737:40741)', '[40917:40926)', '[40941:40947)', '[40948:40955)', '[41160:41164)']",1,"['[40737:40741)', '[40917:40926)', '[41046:41057)', '[41107:41116)', '[41130:41140)']"
detailing,[40917:40926),30214215,1,1,0,--,0,[],0,[]
distributed,[41046:41057),30214215,1,0,0,--,0,[],1,"['[40737:40741)', '[41362:41370)', '[41475:41483)']"
inflaming,[41107:41116),30214215,1,0,0,--,0,[],0,[]
pressuring,[41130:41140),30214215,1,0,0,--,0,[],0,[]
forged,[41271:41277),30214215,1,1,0,--,1,['[41160:41164)'],1,"['[41046:41057)', '[41130:41140)', '[41708:41715)']"
murdered,[41362:41370),30214215,1,1,1,Life:Die,1,"['[41160:41164)', '[41532:41540)', '[41608:41614)', '[41634:41640)', '[41681:41688)', '[41708:41715)', '[41765:41769)']",1,"['[41130:41140)', '[41634:41640)', '[41681:41688)', '[41708:41715)', '[41868:41875)']"
escorted,[41475:41483),30214215,1,1,1,Movement:Transport,1,"['[41532:41540)', '[41608:41614)', '[41634:41640)', '[41681:41688)', '[41708:41715)', '[41765:41769)']",1,"['[41130:41140)', '[41634:41640)', '[41681:41688)', '[41708:41715)', '[41868:41875)']"
turned,[41634:41640),30214215,1,1,0,--,0,[],1,"['[41868:41875)', '[41909:41914)']"
killing,[41681:41688),30214215,1,1,1,Life:Die,0,[],1,"['[41868:41875)', '[41909:41914)']"
burning,[41708:41715),30214215,1,1,0,--,0,[],1,['[41868:41875)']
thought,[41868:41875),30214215,1,0,0,--,0,[],1,['[42472:42481)']
raged,[41909:41914),30214215,1,0,1,Conflict:Attack,0,[],1,"['[42274:42285)', '[42399:42404)', '[42472:42481)', '[42582:42591)']"
established,[42274:42285),30214215,1,1,0,--,1,"['[42537:42541)', '[42582:42591)']",1,"['[42537:42541)', '[42582:42591)', '[42756:42763)']"
stood,[42399:42404),30214215,1,1,0,--,1,"['[42537:42541)', '[42582:42591)']",1,"['[42582:42591)', '[42756:42763)']"
commended,[42472:42481),30214215,1,1,0,--,1,"['[42537:42541)', '[42582:42591)']",1,['[42582:42591)']
died,[42537:42541),30214215,1,1,1,Life:Die,1,['[42509:42517)'],1,"['[42399:42404)', '[42472:42481)', '[42756:42763)']"
evacuated,[42582:42591),30214215,1,1,1,Movement:Transport,0,[],0,[]
alleged,[42756:42763),30214215,1,0,0,--,0,[],0,[]
displaced,[43028:43037),30214215,1,1,1,Movement:Transport,1,"['[43360:43366)', '[43655:43660)']",1,"['[42582:42591)', '[42756:42763)', '[43298:43306)', '[43474:43479)', '[43563:43567)', '[43700:43706)', '[43736:43747)']"
killed,[43155:43161),30214215,1,1,1,Life:Die,1,"['[43474:43479)', '[43655:43660)', '[43773:43781)']",1,"['[42472:42481)', '[42582:42591)', '[42756:42763)', '[43028:43037)', '[43413:43421)', '[43474:43479)', '[43563:43567)', '[43700:43706)', '[43736:43747)']"
prompted,[43298:43306),30214215,1,1,0,--,1,['[43655:43660)'],1,"['[43474:43479)', '[43563:43567)', '[43700:43706)', '[43736:43747)']"
directed,[43413:43421),30214215,1,0,0,--,0,[],1,['[43298:43306)']
aired,[43474:43479),30214215,1,1,0,--,0,[],0,[]
sent,[43563:43567),30214215,1,0,1,Movement:Transport,0,[],0,[]
spread,[43700:43706),30214215,1,1,0,--,0,[],0,[]
intensified,[43736:43747),30214215,1,1,0,--,0,[],0,[]
fought,[43851:43857),30214215,1,1,1,Conflict:Attack,1,"['[43655:43660)', '[43773:43781)']",1,"['[43298:43306)', '[43474:43479)', '[43563:43567)', '[43700:43706)', '[43736:43747)', '[44239:44247)']"
fought,[43954:43960),30214215,1,1,1,Conflict:Attack,1,"['[43655:43660)', '[43736:43747)', '[43773:43781)', '[44336:44340)']",1,"['[43298:43306)', '[43474:43479)', '[43563:43567)', '[43700:43706)', '[43736:43747)', '[44239:44247)']"
displaced,[43985:43994),30214215,1,1,0,--,1,"['[43655:43660)', '[43700:43706)', '[43736:43747)', '[43773:43781)', '[44239:44247)', '[44336:44340)']",1,"['[43474:43479)', '[43563:43567)', '[43700:43706)', '[43736:43747)', '[44239:44247)']"
felt,[44020:44024),30214215,1,1,0,--,1,['[44336:44340)'],1,"['[43474:43479)', '[43563:43567)', '[43700:43706)', '[43736:43747)', '[44239:44247)', '[44324:44332)']"
believed,[44239:44247),30214215,1,1,0,--,0,[],0,[]
taken,[44256:44261),30214215,1,0,0,--,0,[],1,['[43736:43747)']
directed,[44324:44332),30214215,1,0,0,--,0,[],1,"['[43736:43747)', '[44597:44603)', '[45180:45188)']"
thrown,[44410:44416),30214215,1,1,1,Conflict:Attack,1,['[44604:44613)'],1,"['[44597:44603)', '[44765:44774)', '[45180:45188)']"
helped,[44597:44603),30214215,1,0,0,--,0,[],1,"['[44239:44247)', '[44765:44774)', '[45094:45102)', '[45180:45188)']"
construct,[44604:44613),30214215,1,1,0,--,0,[],1,"['[44239:44247)', '[44765:44774)', '[45180:45188)']"
predominant,[44645:44656),30214215,1,0,0,--,0,[],1,"['[44239:44247)', '[44324:44332)', '[44410:44416)', '[44765:44774)', '[44927:44935)', '[45094:45102)', '[45180:45188)']"
subjected,[44765:44774),30214215,1,0,0,--,0,[],1,"['[44927:44935)', '[45094:45102)', '[45180:45188)']"
occurred,[44927:44935),30214215,1,0,0,--,0,[],1,['[45180:45188)']
alleged,[45003:45010),30214215,1,0,0,--,0,[],1,['[45180:45188)']
perpetrated,[45024:45035),30214215,1,1,0,--,1,['[45180:45188)'],1,['[45180:45188)']
suffered,[45094:45102),30214215,1,1,0,--,1,['[45180:45188)'],1,"['[45180:45188)', '[45323:45331)', '[45448:45453)', '[45615:45619)', '[45705:45714)']"
describe,[45180:45188),30214215,1,1,0,--,0,[],0,[]
subjected,[45229:45238),30214215,1,1,0,--,1,['[45641:45654)'],1,"['[45003:45010)', '[45094:45102)', '[45323:45331)', '[45448:45453)', '[45615:45619)', '[45705:45714)', '[45844:45853)']"
recorded,[45323:45331),30214215,1,1,0,--,1,['[45641:45654)'],1,"['[45180:45188)', '[45615:45619)', '[45705:45714)']"
taken,[45448:45453),30214215,1,1,1,Movement:Transport,1,"['[45180:45188)', '[45615:45619)', '[45641:45654)', '[45678:45686)', '[45705:45714)', '[45787:45796)', '[45844:45853)']",1,"['[45180:45188)', '[45615:45619)', '[45705:45714)', '[45787:45796)', '[45844:45853)']"
circumcised,[45580:45591),30214215,1,1,0,--,1,"['[45641:45654)', '[45678:45686)', '[45705:45714)']",1,['[45180:45188)']
left,[45615:45619),30214215,1,1,0,--,1,"['[45641:45654)', '[45678:45686)', '[45705:45714)', '[45787:45796)', '[45844:45853)']",1,"['[45180:45188)', '[45705:45714)', '[45787:45796)', '[45844:45853)']"
confirmed,[45705:45714),30214215,1,1,0,--,0,[],1,['[45844:45853)']
done,[45738:45742),30214215,1,1,0,--,1,['[45844:45853)'],1,"['[45180:45188)', '[45323:45331)', '[45615:45619)', '[45844:45853)']"
evacuated,[45787:45796),30214215,1,1,1,Movement:Transport,1,['[45844:45853)'],1,['[45844:45853)']
described,[45844:45853),30214215,1,1,0,--,0,[],0,[]
circumcised,[45969:45980),30214215,1,0,0,--,0,[],1,['[45705:45714)']
fall,[558:562),30214215,0,1,0,--,1,['[684:692)'],0,[]
devaluation,[582:593),30214215,0,1,0,--,1,['[684:692)'],0,[]
crisis,[642:648),30214215,0,1,0,--,1,['[684:692)'],0,[]
division,[684:692),30214215,0,1,0,--,0,[],0,[]
attacks,[2060:2067),30214215,0,1,1,Conflict:Attack,1,['[2267:2275)'],0,[]
attacks,[2104:2111),30214215,0,1,1,Conflict:Attack,1,['[2267:2275)'],0,[]
firing,[2309:2315),30214215,0,1,0,--,0,[],0,[]
attacks,[2758:2765),30214215,0,1,1,Conflict:Attack,1,"['[2853:2861)', '[2870:2876)', '[2954:2961)', '[3308:3314)']",0,[]
atrocities,[2770:2780),30214215,0,1,1,Life:Die,1,"['[2853:2861)', '[2870:2876)', '[2954:2961)']",0,[]
launch,[3308:3314),30214215,0,1,1,Conflict:Attack,0,[],0,[]
attacks,[3315:3322),30214215,0,1,1,Conflict:Attack,0,[],0,[]
conflict,[3334:3342),30214215,0,1,1,Conflict:Attack,0,[],0,[]
fighting,[3552:3560),30214215,0,1,1,Conflict:Attack,1,"['[3308:3314)', '[3315:3322)', '[3334:3342)', '[3932:3938)']",0,[]
movement,[3665:3673),30214215,0,1,1,Movement:Transport,1,"['[3482:3491)', '[3586:3593)', '[3932:3938)']",0,[]
federation,[3696:3706),30214215,0,1,0,--,1,"['[3482:3491)', '[3586:3593)', '[3932:3938)']",0,[]
effort,[3879:3885),30214215,0,1,0,--,1,['[3965:3974)'],0,[]
secession,[3965:3974),30214215,0,1,1,Justice:Extradite,0,[],0,[]
create,[4505:4511),30214215,0,1,1,Business:Start-Org,0,[],0,[]
fall,[5292:5296),30214215,0,1,0,--,1,"['[5124:5133)', '[5240:5246)']",0,[]
held,[5450:5454),30214215,0,1,0,--,1,['[5240:5246)'],0,[]
dependence,[6840:6850),30214215,0,1,0,--,1,['[6773:6779)'],0,[]
composed,[7098:7106),30214215,0,1,0,--,1,['[6773:6779)'],0,[]
punished,[8130:8138),30214215,0,1,0,--,0,[],0,[]
allow,[8241:8246),30214215,0,1,0,--,0,[],0,[]
crisis,[8965:8971),30214215,0,1,0,--,1,"['[8796:8801)', '[9044:9053)', '[9302:9311)']",0,[]
fighting,[9612:9620),30214215,0,1,1,Conflict:Attack,1,"['[9302:9311)', '[9682:9687)', '[9829:9837)', '[9868:9872)', '[10016:10028)']",0,[]
shift,[9682:9687),30214215,0,1,0,--,0,[],0,[]
fill,[9868:9872),30214215,0,1,0,--,0,[],0,[]
Islamisation,[10016:10028),30214215,0,1,0,--,0,[],0,[]
conflict,[10108:10116),30214215,0,1,1,Conflict:Attack,1,"['[10016:10028)', '[10040:10052)']",0,[]
displacement,[10142:10154),30214215,0,1,1,Movement:Transport,1,"['[9941:9946)', '[10016:10028)', '[10040:10052)']",0,[]
conflict,[10480:10488),30214215,0,1,1,Conflict:Attack,0,[],0,[]
exodus,[10514:10520),30214215,0,1,1,Movement:Transport,1,['[10480:10488)'],0,[]
populated,[10654:10663),30214215,0,1,0,--,1,['[11098:11102)'],0,[]
eruption,[10788:10796),30214215,0,1,1,Conflict:Attack,1,['[11098:11102)'],0,[]
live,[10848:10852),30214215,0,1,0,--,1,['[10788:10796)'],0,[]
cultivate,[10857:10866),30214215,0,1,0,--,0,[],0,[]
claims,[10957:10963),30214215,0,1,0,--,0,[],0,[]
discovery,[11006:11015),30214215,0,1,0,--,1,['[10788:10796)'],0,[]
announcement,[11054:11066),30214215,0,1,0,--,0,[],0,[]
open,[11098:11102),30214215,0,1,0,--,0,[],0,[]
restricted,[11177:11187),30214215,0,1,0,--,1,['[11098:11102)'],0,[]
attainment,[11275:11285),30214215,0,1,0,--,1,['[11098:11102)'],0,[]
cooperative,[11679:11690),30214215,0,1,0,--,1,"['[11924:11930)', '[12061:12067)']",0,[]
attempts,[11912:11920),30214215,0,1,0,--,1,['[12061:12067)'],0,[]
assume,[11924:11930),30214215,0,1,1,Personnel:Start-Position,1,['[12061:12067)'],0,[]
create,[12061:12067),30214215,0,1,1,Business:Start-Org,0,[],0,[]
ruled,[12299:12304),30214215,0,1,0,--,0,[],0,[]
violence,[12449:12457),30214215,0,1,1,Conflict:Attack,1,"['[12299:12304)', '[12550:12556)', '[12832:12838)']",0,[]
inauguration,[12503:12515),30214215,0,1,1,Business:Start-Org,1,['[12832:12838)'],0,[]
crisis,[12550:12556),30214215,0,1,0,--,0,[],0,[]
attack,[12832:12838),30214215,0,1,1,Conflict:Attack,0,[],0,[]
confrontation,[12977:12990),30214215,0,1,1,Conflict:Attack,1,['[12832:12838)'],0,[]
killed,[13084:13090),30214215,0,1,1,Life:Die,1,['[13240:13248)'],0,[]
arrested,[13240:13248),30214215,0,1,1,Justice:Arrest-Jail,1,"['[13362:13373)', '[13397:13405)', '[13435:13443)', '[13535:13544)']",0,[]
violence,[13283:13291),30214215,0,1,1,Conflict:Attack,1,"['[13397:13405)', '[13435:13443)', '[13535:13544)']",0,[]
hostilities,[13362:13373),30214215,0,1,1,Conflict:Attack,0,[],0,[]
confirmed,[13535:13544),30214215,0,1,0,--,0,[],0,[]
retaliation,[13614:13625),30214215,0,1,1,Conflict:Attack,0,[],0,[]
responsible,[13708:13719),30214215,0,1,0,--,1,['[13535:13544)'],0,[]
unrest,[13734:13740),30214215,0,1,0,--,1,['[13535:13544)'],0,[]
known,[13821:13826),30214215,0,1,0,--,1,['[14093:14100)'],0,[]
arrested,[14019:14027),30214215,0,1,1,Justice:Arrest-Jail,0,[],0,[]
believed,[14131:14139),30214215,0,1,0,--,0,[],0,[]
riot,[14203:14207),30214215,0,1,1,Conflict:Demonstrate,1,"['[14019:14027)', '[14093:14100)', '[14131:14139)', '[14423:14431)', '[14476:14483)', '[14526:14536)', '[14643:14652)']",0,[]
Fighting,[14423:14431),30214215,0,1,1,Conflict:Attack,0,[],0,[]
loss,[14663:14667),30214215,0,1,0,--,1,"['[14779:14785)', '[14799:14806)']",0,[]
displacement,[14721:14733),30214215,0,1,0,--,1,"['[14779:14785)', '[14799:14806)']",0,[]
used,[14851:14855),30214215,0,1,0,--,1,"['[14779:14785)', '[14799:14806)', '[15047:15055)']",0,[]
rioting,[14880:14887),30214215,0,1,0,--,1,"['[14799:14806)', '[15047:15055)']",0,[]
confrontation,[15073:15086),30214215,0,1,1,Conflict:Attack,1,"['[15296:15302)', '[15330:15335)']",0,[]
conflict,[15104:15112),30214215,0,1,1,Conflict:Attack,1,"['[15296:15302)', '[15330:15335)']",0,[]
fielded,[15692:15699),30214215,0,1,0,--,0,[],0,[]
confrontation,[15910:15923),30214215,0,1,0,--,1,"['[16018:16025)', '[16142:16148)']",0,[]
violence,[15956:15964),30214215,0,1,1,Conflict:Attack,1,['[16142:16148)'],0,[]
hearing,[16018:16025),30214215,0,1,0,--,0,[],0,[]
launch,[16111:16117),30214215,0,1,0,--,0,[],0,[]
offensive,[16128:16137),30214215,0,1,1,Conflict:Attack,0,[],0,[]
defend,[16142:16148),30214215,0,1,0,--,0,[],0,[]
clash,[16234:16239),30214215,0,1,1,Conflict:Attack,1,"['[16349:16356)', '[16643:16649)']",0,[]
confrontation,[16274:16287),30214215,0,1,1,Conflict:Attack,1,['[16643:16649)'],0,[]
attacks,[16547:16554),30214215,0,1,1,Conflict:Attack,1,"['[16605:16612)', '[16643:16649)', '[16763:16768)', '[16826:16833)']",0,[]
return,[16643:16649),30214215,0,1,1,Movement:Transport,0,[],0,[]
enter,[16763:16768),30214215,0,1,1,Movement:Transport,0,[],0,[]
destroy,[16826:16833),30214215,0,1,1,Conflict:Attack,0,[],0,[]
smashing,[17334:17342),30214215,0,1,1,Conflict:Attack,0,[],0,[]
looting,[17347:17354),30214215,0,1,0,--,0,[],0,[]
destruction,[17894:17905),30214215,0,1,0,--,1,['[17978:17990)'],0,[]
arson,[17909:17914),30214215,0,1,0,--,1,"['[17935:17946)', '[17978:17990)', '[18020:18024)', '[18057:18069)', '[18098:18102)', '[18128:18136)']",0,[]
destruction,[17935:17946),30214215,0,1,0,--,0,[],0,[]
displacement,[17978:17990),30214215,0,1,1,Movement:Transport,0,[],0,[]
fighting,[18128:18136),30214215,0,1,1,Conflict:Attack,1,"['[18193:18199)', '[18369:18378)', '[18436:18442)']",0,[]
burning,[18468:18475),30214215,0,1,1,Conflict:Attack,0,[],0,[]
rioting,[18637:18644),30214215,0,1,1,Conflict:Attack,1,['[18881:18885)'],0,[]
demolished,[18972:18982),30214215,0,1,1,Conflict:Attack,1,"['[19149:19154)', '[19176:19183)', '[19317:19326)', '[19595:19603)']",0,[]
were,[19141:19145),30214215,0,1,0,--,1,"['[19317:19326)', '[19595:19603)']",0,[]
march,[19149:19154),30214215,0,1,1,Movement:Transport,0,[],0,[]
attack,[19501:19507),30214215,0,1,1,Conflict:Attack,1,"['[19516:19522)', '[19595:19603)']",0,[]
attacked,[19595:19603),30214215,0,1,1,Conflict:Attack,0,[],0,[]
fire,[19775:19779),30214215,0,1,0,--,1,['[19915:19924)'],0,[]
defend,[19870:19876),30214215,0,1,0,--,0,[],0,[]
massacre,[19944:19952),30214215,0,1,1,Life:Die,0,[],0,[]
death,[20359:20364),30214215,0,1,1,Life:Die,1,"['[20424:20430)', '[20512:20518)', '[20560:20570)', '[20792:20800)']",0,[]
destruction,[20633:20644),30214215,0,1,0,--,1,"['[20724:20732)', '[20748:20757)', '[20782:20788)', '[20792:20800)', '[20820:20826)', '[20981:20991)', '[21025:21031)', '[21071:21079)']",0,[]
restrain,[20724:20732),30214215,0,1,0,--,1,['[21025:21031)'],0,[]
advancing,[20748:20757),30214215,0,1,0,--,0,[],0,[]
attack,[20820:20826),30214215,0,1,1,Conflict:Attack,1,"['[20887:20891)', '[20981:20991)', '[21025:21031)', '[21071:21079)']",0,[]
advances,[20938:20946),30214215,0,1,0,--,1,['[21071:21079)'],0,[]
return,[21025:21031),30214215,0,1,1,Movement:Transport,0,[],0,[]
describe,[21214:21222),30214215,0,1,0,--,0,[],0,[]
camp,[21291:21295),30214215,0,1,0,--,1,['[21622:21631)'],0,[]
attack,[21404:21410),30214215,0,1,1,Conflict:Attack,1,"['[21491:21499)', '[21515:21522)', '[21622:21631)', '[21682:21689)', '[21713:21720)']",0,[]
seeking,[21566:21573),30214215,0,1,0,--,1,['[21682:21689)'],0,[]
transport,[21622:21631),30214215,0,1,1,Movement:Transport,0,[],0,[]
out,[21733:21736),30214215,0,1,1,Movement:Transport,0,[],0,[]
renounce,[22034:22042),30214215,0,1,0,--,1,['[22278:22285)'],0,[]
prevent,[22267:22274),30214215,0,1,0,--,0,[],0,[]
assault,[22278:22285),30214215,0,1,1,Conflict:Attack,0,[],0,[]
torched,[22403:22410),30214215,0,1,1,Conflict:Attack,1,"['[22509:22518)', '[22552:22565)', '[22652:22656)']",0,[]
confrontation,[22552:22565),30214215,0,1,1,Conflict:Attack,1,['[22896:22903)'],0,[]
stabbing,[22695:22703),30214215,0,1,1,Conflict:Attack,1,['[22896:22903)'],0,[]
murder,[22704:22710),30214215,0,1,1,Life:Die,1,['[22896:22903)'],0,[]
disputed,[22845:22853),30214215,0,1,0,--,1,['[22896:22903)'],0,[]
confrontation,[22967:22980),30214215,0,1,1,Conflict:Attack,1,"['[22845:22853)', '[22896:22903)', '[23469:23474)']",0,[]
forceful,[23097:23105),30214215,0,1,0,--,1,['[23469:23474)'],0,[]
fire,[23235:23239),30214215,0,1,1,Conflict:Attack,1,['[23469:23474)'],0,[]
gathering,[23308:23317),30214215,0,1,0,--,1,['[23469:23474)'],0,[]
protest,[23380:23387),30214215,0,1,1,Conflict:Demonstrate,1,['[23469:23474)'],0,[]
carnage,[23414:23421),30214215,0,1,1,Conflict:Attack,1,"['[23297:23305)', '[23849:23855)']",0,[]
orders,[23459:23465),30214215,0,1,0,--,0,[],0,[]
shoot,[23469:23474),30214215,0,1,1,Conflict:Attack,0,[],0,[]
concealing,[23894:23904),30214215,0,1,0,--,1,"['[23942:23951)', '[23982:23989)', '[23998:24003)', '[24062:24068)']",0,[]
murders,[23956:23963),30214215,0,1,1,Life:Die,1,['[24062:24068)'],0,[]
revenge,[23982:23989),30214215,0,1,0,--,1,['[24062:24068)'],0,[]
death,[23998:24003),30214215,0,1,1,Life:Die,1,"['[23882:23887)', '[24062:24068)', '[24140:24146)', '[24184:24188)', '[24265:24272)', '[24473:24480)']",0,[]
attack,[24140:24146),30214215,0,1,1,Conflict:Attack,1,"['[23942:23951)', '[24265:24272)', '[24281:24289)', '[24391:24397)', '[24473:24480)', '[24522:24528)', '[24657:24663)']",0,[]
raid,[24184:24188),30214215,0,1,1,Conflict:Attack,1,"['[24265:24272)', '[24473:24480)']",0,[]
displacement,[24344:24356),30214215,0,1,1,Movement:Transport,1,"['[24473:24480)', '[24522:24528)', '[24567:24574)', '[24597:24606)', '[24630:24635)', '[24657:24663)', '[24709:24718)']",0,[]
defense,[24567:24574),30214215,0,1,0,--,0,[],0,[]
supported,[24597:24606),30214215,0,1,0,--,0,[],0,[]
rioting,[24739:24746),30214215,0,1,1,Conflict:Attack,1,['[24630:24635)'],0,[]
respite,[24781:24788),30214215,0,1,0,--,0,[],0,[]
deployment,[24841:24851),30214215,0,1,0,--,1,"['[24597:24606)', '[24630:24635)', '[25038:25045)']",0,[]
clashes,[25038:25045),30214215,0,1,1,Conflict:Attack,0,[],0,[]
Fighting,[25272:25280),30214215,0,1,1,Conflict:Attack,0,[],0,[]
confrontation,[25357:25370),30214215,0,1,1,Conflict:Attack,0,[],0,[]
disputed,[25395:25403),30214215,0,1,0,--,0,[],0,[]
confrontation,[25463:25476),30214215,0,1,1,Conflict:Attack,1,"['[25395:25403)', '[25655:25663)', '[25678:25686)', '[25700:25706)']",0,[]
fighting,[25655:25663),30214215,0,1,1,Conflict:Attack,0,[],0,[]
fighting,[25760:25768),30214215,0,1,1,Conflict:Attack,0,[],0,[]
reported,[25799:25807),30214215,0,1,0,--,0,[],0,[]
murder,[25808:25814),30214215,0,1,1,Life:Die,1,"['[25678:25686)', '[26023:26031)', '[26041:26047)']",0,[]
killed,[26041:26047),30214215,0,1,1,Life:Die,0,[],0,[]
clashes,[26353:26360),30214215,0,1,1,Conflict:Attack,0,[],0,[]
draped,[26578:26584),30214215,0,1,0,--,1,"['[26612:26621)', '[26640:26652)', '[26747:26753)']",0,[]
incidents,[26612:26621),30214215,0,1,0,--,0,[],0,[]
intervention,[26640:26652),30214215,0,1,0,--,0,[],0,[]
fire,[26754:26758),30214215,0,1,1,Conflict:Attack,0,[],0,[]
show,[26889:26893),30214215,0,1,0,--,0,[],0,[]
intervention,[27035:27047),30214215,0,1,0,--,0,[],0,[]
